Game Turn, Mode, Player, Unit, Operation
Unit operation handler a92585ad, is disabled
Unit operation handler 6e290af6, is disabled
Unit operation handler 8c676517, is disabled
Unit operation handler a92585ad, is disabled
Unit operation handler 6e290af6, is disabled
Unit operation handler 8c676517, is disabled
049, Adding, 9, UNIT_SLINGER (589824), UNITOPERATION_MOVE_TO (19)
049, Adding, 9, UNIT_WARRIOR (983052), UNITOPERATION_MOVE_TO (19)
049, Adding, 10, UNIT_WARRIOR (589827), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 10, UNIT_WARRIOR (589827), UNITOPERATION_MOVE_TO (19)
049, Adding, 10, UNIT_WARRIOR (524292), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 10, UNIT_WARRIOR (524292), UNITOPERATION_MOVE_TO (19)
049, Adding, 10, UNIT_ARCHER (655362), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 10, UNIT_ARCHER (655362), UNITOPERATION_MOVE_TO (19)
049, Adding, 11, UNIT_WARRIOR (196610), UNITOPERATION_FORTIFY (12)
049, Can't Start, 11, UNIT_WARRIOR (196610), UNITOPERATION_FORTIFY (12)
049, Adding, 11, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 11, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 11, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 11, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 11, UNIT_WARRIOR (131073), UNITOPERATION_FORTIFY (12)
049, Can't Start, 11, UNIT_WARRIOR (131073), UNITOPERATION_FORTIFY (12)
049, Adding, 11, UNIT_WARRIOR (262147), UNITOPERATION_FORTIFY (12)
049, Can't Start, 11, UNIT_WARRIOR (262147), UNITOPERATION_FORTIFY (12)
049, Adding, 11, UNIT_WARRIOR (524294), UNITOPERATION_MOVE_TO (19)
049, Adding, 11, UNIT_BUILDER (589824), UNITOPERATION_SKIP_TURN (36)
049, Adding, 12, UNIT_WARRIOR (262147), UNITOPERATION_FORTIFY (12)
049, Can't Start, 12, UNIT_WARRIOR (262147), UNITOPERATION_FORTIFY (12)
049, Adding, 12, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 12, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 12, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 12, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 12, UNIT_BUILDER (589830), UNITOPERATION_REMOVE_FEATURE (28)
049, Can't Start, 12, UNIT_BUILDER (589830), UNITOPERATION_REMOVE_FEATURE (28)
049, Adding, 12, UNIT_WARRIOR (524288), UNITOPERATION_MOVE_TO (19)
049, Adding, 12, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
049, Adding, 12, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
049, Adding, 13, UNIT_WARRIOR (458752), UNITOPERATION_MOVE_TO (19)
049, Adding, 13, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
049, Adding, 13, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
049, Adding, 13, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
049, Adding, 13, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 13, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 13, UNIT_BUILDER (589830), UNITOPERATION_SKIP_TURN (36)
049, Adding, 14, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
049, Adding, 14, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
049, Adding, 14, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
049, Adding, 14, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 14, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 14, UNIT_BUILDER (524288), UNITOPERATION_SKIP_TURN (36)
049, Adding, 15, UNIT_WARRIOR (131073), UNITOPERATION_FORTIFY (12)
049, Can't Start, 15, UNIT_WARRIOR (131073), UNITOPERATION_FORTIFY (12)
049, Adding, 15, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 15, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
049, Adding, 15, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 15, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
049, Adding, 15, UNIT_BUILDER (458752), UNITOPERATION_REMOVE_FEATURE (28)
049, Can't Start, 15, UNIT_BUILDER (458752), UNITOPERATION_REMOVE_FEATURE (28)
049, Adding, 15, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 15, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 16, UNIT_WARRIOR (196610), UNITOPERATION_FORTIFY (12)
049, Can't Start, 16, UNIT_WARRIOR (196610), UNITOPERATION_FORTIFY (12)
049, Adding, 16, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 16, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
049, Adding, 16, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
049, Adding, 16, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 16, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 18, UNIT_BUILDER (786437), UNITOPERATION_SWAP_UNITS (49)
049, Can't Start, 18, UNIT_BUILDER (786437), UNITOPERATION_SWAP_UNITS (49)
049, Adding, 18, UNIT_BUILDER (786437), UNITOPERATION_MOVE_TO (19)
049, Adding, 19, UNIT_WARRIOR (131073), UNITOPERATION_FORTIFY (12)
049, Adding, 19, UNIT_WARRIOR (458752), UNITOPERATION_MOVE_TO (19)
049, Adding, 19, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
049, Adding, 19, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
049, Adding, 19, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 19, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 19, UNIT_BUILDER (524294), UNITOPERATION_SKIP_TURN (36)
049, Adding, 20, UNIT_ARCHER (655365), UNITOPERATION_MOVE_TO (19)
049, Adding, 20, UNIT_BUILDER (589830), UNITOPERATION_REMOVE_FEATURE (28)
049, Can't Start, 20, UNIT_BUILDER (589830), UNITOPERATION_REMOVE_FEATURE (28)
049, Adding, 20, UNIT_ARCHER (720900), UNITOPERATION_MOVE_TO (19)
049, Adding, 21, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
049, Adding, 21, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Can't Start, 21, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 21, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
049, Adding, 21, UNIT_WARRIOR (589827), UNITOPERATION_MOVE_TO (19)
049, Adding, 21, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 21, UNIT_WARRIOR (524294), UNITOPERATION_MOVE_TO (19)
049, Adding, 21, UNIT_BUILDER (655360), UNITOPERATION_SKIP_TURN (36)
049, Adding, 22, UNIT_BUILDER (589830), UNITOPERATION_SKIP_TURN (36)
049, Adding, 23, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
049, Adding, 23, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
049, Adding, 23, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
049, Adding, 23, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 23, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 24, UNIT_ARCHER (589830), UNITOPERATION_MOVE_TO (19)
049, Adding, 24, UNIT_ARCHER (589830), UNITOPERATION_MOVE_TO (19)
049, Adding, 24, UNIT_WARRIOR (458752), UNITOPERATION_MOVE_TO (19)
049, Adding, 24, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
049, Adding, 24, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
049, Adding, 24, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
049, Adding, 24, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_SLINGER (6488115), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_WARRIOR (5963780), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_WARRIOR (5832741), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_WARRIOR (5570599), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_SLINGER (6094863), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (4980737), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (655369), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (4849686), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (6225970), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_SPEARMAN (1376263), UNITOPERATION_FORTIFY (12)
049, Can't Start, 63, UNIT_SPEARMAN (1376263), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (5242899), UNITOPERATION_FORTIFY (12)
049, Can't Start, 63, UNIT_SPEARMAN (5242899), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (7274551), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (3014694), UNITOPERATION_FORTIFY (12)
049, Can't Start, 63, UNIT_SPEARMAN (3014694), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (2031644), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (2424837), UNITOPERATION_FORTIFY (12)
049, Can't Start, 63, UNIT_SPEARMAN (2424837), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (1769496), UNITOPERATION_FORTIFY (12)
049, Can't Start, 63, UNIT_SPEARMAN (1769496), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (7143477), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (2752528), UNITOPERATION_FORTIFY (12)
049, Can't Start, 63, UNIT_SPEARMAN (2752528), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (720906), UNITOPERATION_FORTIFY (12)
049, Can't Start, 63, UNIT_SPEARMAN (720906), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_SPEARMAN (2228230), UNITOPERATION_FORTIFY (12)
049, Can't Start, 63, UNIT_SPEARMAN (2228230), UNITOPERATION_FORTIFY (12)
049, Adding, 63, UNIT_GALLEY (7209004), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (7209004), UNITOPERATION_PILLAGE (23)
049, Can't Start, 63, UNIT_GALLEY (7209004), UNITOPERATION_PILLAGE (23)
049, Adding, 63, UNIT_GALLEY (7209004), UNITOPERATION_SKIP_TURN (36)
049, Adding, 63, UNIT_WARRIOR (4522013), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (2490401), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_QUADRIREME (2162718), UNITOPERATION_RANGE_ATTACK (26)
049, Adding, 63, UNIT_QUADRIREME (2162718), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_WARRIOR (4325379), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (6422542), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (5701655), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (4915231), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (6750249), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_WARRIOR (3538986), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (3801131), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (4128813), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_QUADRIREME (4587566), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_WARRIOR (5898287), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_SLINGER (6684720), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_WARRIOR (6160433), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_SLINGER (6553652), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (6815798), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (7077945), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_SCOUT (5373952), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (5308434), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (7340053), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_SCOUT (1835033), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (2818083), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_GALLEY (7340053), UNITOPERATION_MOVE_TO (19)
049, Adding, 63, UNIT_SCOUT (5373952), UNITOPERATION_SKIP_TURN (36)
049, Adding, 63, UNIT_BUILDER (5505026), UNITOPERATION_SKIP_TURN (36)
049, Adding, 63, UNIT_GALLEY (3670028), UNITOPERATION_SKIP_TURN (36)
049, Adding, 63, UNIT_GALLEY (5308434), UNITOPERATION_SKIP_TURN (36)
049, Adding, 63, UNIT_SCOUT (1441812), UNITOPERATION_SKIP_TURN (36)
049, Adding, 63, UNIT_GALLEY (7340053), UNITOPERATION_SKIP_TURN (36)
049, Adding, 63, UNIT_SCOUT (1835033), UNITOPERATION_SKIP_TURN (36)
049, Adding, 63, UNIT_GALLEY (2818083), UNITOPERATION_SKIP_TURN (36)
050, Adding, 0, UNIT_GALLEY (524292), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_TRADER (851975), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Can't Start, 1, UNIT_TRADER (851975), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Adding, 1, UNIT_SETTLER (1048586), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_GAUL_GAESATAE (196610), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 1, UNIT_GAUL_GAESATAE (196610), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_GAUL_GAESATAE (131073), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_SLINGER (720902), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_GAUL_GAESATAE (327684), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_GAUL_GAESATAE (786440), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 1, UNIT_GAUL_GAESATAE (786440), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_GAUL_GAESATAE (393221), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 1, UNIT_GAUL_GAESATAE (393221), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_GAUL_GAESATAE (262147), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 1, UNIT_GAUL_GAESATAE (262147), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_BATTERING_RAM (1179660), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 1, UNIT_BATTERING_RAM (1179660), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_GALLEY (1114123), UNITOPERATION_MOVE_TO (19)
050, Adding, 1, UNIT_GALLEY (1114123), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 1, UNIT_GAUL_GAESATAE (196610), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 1, UNIT_TRADER (851975), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Adding, 2, UNIT_TRADER (917514), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Can't Start, 2, UNIT_TRADER (917514), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Adding, 2, UNIT_SETTLER (1441803), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 2, UNIT_SETTLER (1441803), UNITOPERATION_MOVE_TO (19)
050, Adding, 2, UNIT_SETTLER (1441803), UNITOPERATION_FOUND_CITY (14)
050, Adding, 2, UNIT_SCOUT (851977), UNITOPERATION_FORTIFY (12)
050, Adding, 2, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
050, Adding, 2, UNIT_WARRIOR (262147), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 2, UNIT_WARRIOR (262147), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 2, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
050, Adding, 2, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
050, Adding, 2, UNIT_BUILDER (1179648), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 2, UNIT_BUILDER (1179648), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 2, UNIT_BUILDER (1179648), UNITOPERATION_MOVE_TO (19)
050, Adding, 2, UNIT_BUILDER (1179648), UNITOPERATION_BUILD_IMPROVEMENT (2)
050, Adding, 2, UNIT_BUILDER (1245192), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 2, UNIT_BUILDER (1245192), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 2, UNIT_BUILDER (1245192), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 2, UNIT_TRADER (917514), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Adding, 3, UNIT_TRADER (1114119), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Can't Start, 3, UNIT_TRADER (1114119), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (196610), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 3, UNIT_AZTEC_EAGLE_WARRIOR (196610), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_SLINGER (1245194), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 3, UNIT_SLINGER (1245194), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 3, UNIT_SLINGER (1245194), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_SLINGER (851974), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (917513), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 3, UNIT_AZTEC_EAGLE_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (786432), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 3, UNIT_AZTEC_EAGLE_WARRIOR (786432), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 3, UNIT_AZTEC_EAGLE_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (720904), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_SLINGER (1376269), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_BUILDER (1179659), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_BUILDER (1310732), UNITOPERATION_MOVE_TO (19)
050, Adding, 3, UNIT_BUILDER (1310732), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 3, UNIT_BUILDER (1310732), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 3, UNIT_BUILDER (1310732), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 3, UNIT_TRADER (1114119), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Adding, 4, UNIT_TRADER (1048583), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Can't Start, 4, UNIT_TRADER (1048583), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Adding, 4, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (1572879), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_GREAT_GENERAL (1966099), UNITOPERATION_FORTIFY (12)
050, Can't Start, 4, UNIT_GREAT_GENERAL (1966099), UNITOPERATION_FORTIFY (12)
050, Adding, 4, UNIT_SETTLER (2031627), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_GALLEY (1900562), UNITOPERATION_FORTIFY (12)
050, Can't Start, 4, UNIT_GALLEY (1900562), UNITOPERATION_FORTIFY (12)
050, Adding, 4, UNIT_GALLEY (2097158), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 4, UNIT_GALLEY (2097158), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 4, UNIT_GALLEY (2097158), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_SCOUT (589824), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 4, UNIT_SCOUT (589824), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 4, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (1245196), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 4, UNIT_WARRIOR (1245196), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (1507342), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 4, UNIT_WARRIOR (1507342), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (1638416), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (393221), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 4, UNIT_WARRIOR (393221), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 4, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (327684), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 4, UNIT_WARRIOR (327684), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 4, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (1441805), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 4, UNIT_WARRIOR (1441805), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 4, UNIT_WARRIOR (1441805), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (262147), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 4, UNIT_WARRIOR (262147), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 4, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (983049), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (1441805), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_WARRIOR (917512), UNITOPERATION_MOVE_TO (19)
050, Adding, 4, UNIT_BUILDER (1835018), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 4, UNIT_BUILDER (1835018), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 4, UNIT_BUILDER (1835018), UNITOPERATION_MOVE_TO (19)
050, Can't Start, 4, UNIT_TRADER (1048583), UNITOPERATION_MAKE_TRADE_ROUTE (18)
050, Adding, 5, UNIT_WARRIOR (1835028), UNITOPERATION_FORTIFY (12)
050, Can't Start, 5, UNIT_WARRIOR (1835028), UNITOPERATION_FORTIFY (12)
050, Adding, 5, UNIT_SPEARMAN (1572882), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_SETTLER (2228250), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_GREAT_SCIENTIST (2293779), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 5, UNIT_GREAT_SCIENTIST (2293779), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 5, UNIT_GREAT_SCIENTIST (2293779), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_GALLEY (786432), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_GALLEY (1114123), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_GALLEY (1441808), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_BUILDER (1769487), UNITOPERATION_SWAP_UNITS (49)
050, Can't Start, 5, UNIT_BUILDER (1769487), UNITOPERATION_SWAP_UNITS (49)
050, Adding, 5, UNIT_BUILDER (1769487), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (393221), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_SLINGER (720904), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (1900565), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (2031639), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (262147), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (327684), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (1966102), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (2097176), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_WARRIOR (2162713), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_SCOUT (917511), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_SCOUT (983049), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_SCOUT (1179660), UNITOPERATION_MOVE_TO (19)
050, Adding, 5, UNIT_SCOUT (917511), UNITOPERATION_SKIP_TURN (36)
050, Adding, 5, UNIT_SCOUT (983049), UNITOPERATION_SKIP_TURN (36)
050, Adding, 5, UNIT_SCOUT (1179660), UNITOPERATION_SKIP_TURN (36)
050, Adding, 5, UNIT_SCOUT (1507345), UNITOPERATION_SKIP_TURN (36)
050, Adding, 6, UNIT_WARRIOR (1376271), UNITOPERATION_MOVE_TO (19)
050, Adding, 6, UNIT_WARRIOR (1441808), UNITOPERATION_MOVE_TO (19)
050, Adding, 6, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
