Game Turn, Mode, Player, Unit, Operation
Unit operation handler a92585ad, is disabled
Unit operation handler 6e290af6, is disabled
Unit operation handler 8c676517, is disabled
Unit operation handler a92585ad, is disabled
Unit operation handler 6e290af6, is disabled
Unit operation handler 8c676517, is disabled
002, Adding, 63, UNIT_SCOUT (262147), UNITOPERATION_SKIP_TURN (36)
002, Adding, 63, UNIT_SCOUT (393221), UNITOPERATION_SKIP_TURN (36)
002, Adding, 63, UNIT_SCOUT (524295), UNITOPERATION_SKIP_TURN (36)
002, Adding, 63, UNIT_GALLEY (655369), UNITOPERATION_SKIP_TURN (36)
002, Adding, 63, UNIT_SCOUT (786443), UNITOPERATION_SKIP_TURN (36)
002, Adding, 63, UNIT_SCOUT (917517), UNITOPERATION_SKIP_TURN (36)
003, Adding, 0, UNIT_SETTLER (65536), UNITOPERATION_MOVE_TO (19)
003, Adding, 0, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 1, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 1, UNIT_WARRIOR (131073), UNITOPERATION_SKIP_TURN (36)
003, Adding, 2, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 2, UNIT_WARRIOR (131073), UNITOPERATION_SKIP_TURN (36)
003, Adding, 3, UNIT_AZTEC_EAGLE_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 4, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 4, UNIT_WARRIOR (131073), UNITOPERATION_SKIP_TURN (36)
003, Adding, 5, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 5, UNIT_WARRIOR (131073), UNITOPERATION_SKIP_TURN (36)
003, Adding, 6, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 6, UNIT_WARRIOR (131073), UNITOPERATION_SKIP_TURN (36)
003, Adding, 7, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 7, UNIT_WARRIOR (131073), UNITOPERATION_SKIP_TURN (36)
003, Adding, 8, UNIT_WARRIOR (131073), UNITOPERATION_SWAP_UNITS (49)
003, Can't Start, 8, UNIT_WARRIOR (131073), UNITOPERATION_SWAP_UNITS (49)
003, Adding, 8, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 9, UNIT_SETTLER (65536), UNITOPERATION_MOVE_TO (19)
003, Adding, 9, UNIT_SETTLER (65536), UNITOPERATION_FOUND_CITY (14)
003, Can't Start, 9, UNIT_SETTLER (65536), UNITOPERATION_FOUND_CITY (14)
003, Adding, 9, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 9, UNIT_WARRIOR (131073), UNITOPERATION_SKIP_TURN (36)
003, Can't Start, 9, UNIT_SETTLER (65536), UNITOPERATION_FOUND_CITY (14)
003, Adding, 10, UNIT_WARRIOR (131073), UNITOPERATION_SWAP_UNITS (49)
003, Can't Start, 10, UNIT_WARRIOR (131073), UNITOPERATION_SWAP_UNITS (49)
003, Adding, 10, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 10, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 10, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 11, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 11, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 12, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 12, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 13, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 13, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 14, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 14, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 15, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 15, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 16, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 16, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 17, UNIT_WARRIOR (196610), UNITOPERATION_SWAP_UNITS (49)
003, Can't Start, 17, UNIT_WARRIOR (196610), UNITOPERATION_SWAP_UNITS (49)
003, Adding, 17, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 17, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 18, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 18, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 19, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 19, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 20, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 20, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 21, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 21, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 22, UNIT_WARRIOR (196610), UNITOPERATION_SWAP_UNITS (49)
003, Can't Start, 22, UNIT_WARRIOR (196610), UNITOPERATION_SWAP_UNITS (49)
003, Adding, 22, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 22, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 23, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 23, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 24, UNIT_WARRIOR (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 24, UNIT_WARRIOR (196610), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_SPEARMAN (65536), UNITOPERATION_FORTIFY (12)
003, Adding, 63, UNIT_SPEARMAN (327684), UNITOPERATION_FORTIFY (12)
003, Adding, 63, UNIT_SPEARMAN (720906), UNITOPERATION_FORTIFY (12)
003, Adding, 63, UNIT_SPEARMAN (851980), UNITOPERATION_FORTIFY (12)
003, Adding, 63, UNIT_SPEARMAN (196610), UNITOPERATION_FORTIFY (12)
003, Adding, 63, UNIT_SPEARMAN (589832), UNITOPERATION_FORTIFY (12)
003, Adding, 63, UNIT_SPEARMAN (458758), UNITOPERATION_FORTIFY (12)
003, Adding, 63, UNIT_SPEARMAN (983054), UNITOPERATION_FORTIFY (12)
003, Adding, 63, UNIT_SCOUT (131073), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_SCOUT (262147), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_SCOUT (393221), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_SCOUT (524295), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_GALLEY (655369), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_SCOUT (786443), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_SCOUT (917517), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_GALLEY (1048591), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_SCOUT (262147), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_GALLEY (655369), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_SCOUT (917517), UNITOPERATION_MOVE_TO (19)
003, Adding, 63, UNIT_SCOUT (131073), UNITOPERATION_SKIP_TURN (36)
003, Adding, 63, UNIT_SCOUT (262147), UNITOPERATION_SKIP_TURN (36)
