Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 62, 63
144, 2, Threat and Trust,, 7.85:7:1.00,,,, 67.30:1:-10.00, 8.65:6:-1.00, 18.25:3:0.00, 9.10:5:1.00, 9.25:4:5.00, 27.20:2:0.00, 0.00:8:0.00, 0.00:8:0.00,, 0.00:8:0.00,,,, 0.00:8:0.00, 0.00:8:0.00,,,,, 0.00:8:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:8:0.00, 0.00:8:0.00
144, 3, ,, -4:DIPLO_STATE_UNFRIENDLY, 6:DIPLO_STATE_FRIENDLY,,,,, -6:DIPLO_STATE_NEUTRAL, -6:DIPLO_STATE_NEUTRAL,, -17:DIPLO_STATE_DENOUNCED,,,,,, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,, 8:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
144, 3, Threat and Trust,, 0.00:4:3.00, 5.60:3:0.00,,,,, 5.90:2:0.00, 0.00:4:1.00,, 14.85:1:1.00,,,,,, 0.00:4:0.00,,,,,,,,, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00, 0.00:4:0.00
144, 4, ,,,, -11:DIPLO_STATE_WAR,,, -1:DIPLO_STATE_WAR, -27:DIPLO_STATE_DENOUNCED,, -11:DIPLO_STATE_UNFRIENDLY, -31:DIPLO_STATE_DENOUNCED, 2:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,, 0:DIPLO_STATE_WAR_WITH_MINOR,, 6:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
144, 4, Threat and Trust,,,, 0.00:4:5.00,,, 0.00:4:-2.00, 11.80:3:0.00,, 0.00:4:5.00, 20.75:2:0.00, 0.00:4:0.00, 0.00:4:0.00,,,,,,, 0.00:4:0.00,, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00, 0.00:4:0.00
144, 5, ,, -7:DIPLO_STATE_UNFRIENDLY, 5:DIPLO_STATE_NEUTRAL, 8:DIPLO_STATE_FRIENDLY,, -16:DIPLO_STATE_WAR,, 13:DIPLO_STATE_WAR, 15:DIPLO_STATE_FRIENDLY, 59:DIPLO_STATE_ALLIED, -3:DIPLO_STATE_FRIENDLY, 6:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_WAR_WITH_MINOR, 5:DIPLO_STATE_MAX_INFLUENCE,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
144, 5, Threat and Trust,, 0.00:5:6.00, 9.50:4:0.00, 0.00:5:3.00,, 60.16:1:-12.00,, 9.80:3:1.00, 0.00:5:3.00, 0.00:5:6.00, 18.75:2:1.00, 0.00:5:0.00, 0.00:5:0.00,, 0.00:5:0.00, 0.00:5:0.00,,, 0.00:5:0.00, 0.00:5:0.00,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
144, 6, ,, 1:DIPLO_STATE_UNFRIENDLY, -16:DIPLO_STATE_DENOUNCED, -21:DIPLO_STATE_UNFRIENDLY, -6:DIPLO_STATE_UNFRIENDLY, -60:DIPLO_STATE_DENOUNCED, -9:DIPLO_STATE_WAR,,, 0:DIPLO_STATE_FRIENDLY, 20:DIPLO_STATE_FRIENDLY, 2:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,, 4:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_NO_INFLUENCE,, 2:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
144, 6, Threat and Trust,, 0.00:3:3.00, 0.00:3:0.00, 0.00:3:1.00, 0.00:3:0.00, 60.16:1:-14.00, 0.00:3:-2.00,,, 0.00:3:4.00, 9.90:2:1.00, 0.00:3:0.00, 0.00:3:0.00,, 0.00:3:0.00, 0.00:3:0.00,,, 0.00:3:0.00, 0.00:3:0.00,, 0.00:3:0.00,, 0.00:3:0.00, 0.00:3:0.00, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00, 0.00:3:0.00
144, 7, ,, -10:DIPLO_STATE_UNFRIENDLY, -8:DIPLO_STATE_UNFRIENDLY, -3:DIPLO_STATE_FRIENDLY, -5:DIPLO_STATE_UNFRIENDLY,, 0:DIPLO_STATE_FRIENDLY, -5:DIPLO_STATE_FRIENDLY,, -5:DIPLO_STATE_FRIENDLY, 1:DIPLO_STATE_NEUTRAL,,, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL, 4:DIPLO_STATE_MAX_INFLUENCE,,, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,, 1:DIPLO_STATE_INFLUENTIAL,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
144, 7, Threat and Trust,, 0.00:4:2.00, 9.40:2:0.00, 0.00:4:0.00, 0.00:4:0.00,, 0.00:4:-1.00, 8.75:3:0.00,, 0.00:4:2.00, 18.65:1:0.00,,, 0.00:4:0.00, 0.00:4:0.00,, 0.00:4:0.00, 0.00:4:0.00,,, 0.00:4:0.00, 0.00:4:0.00,, 0.00:4:0.00,, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00, 0.00:4:0.00
144, 8, ,,, -33:DIPLO_STATE_DENOUNCED, 19:DIPLO_STATE_FRIENDLY,, -17:DIPLO_STATE_UNFRIENDLY, 50:DIPLO_STATE_ALLIED, -9:DIPLO_STATE_UNFRIENDLY, -7:DIPLO_STATE_UNFRIENDLY,, 12:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,, 6:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR,, 3:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
144, 8, Threat and Trust,,, 9.50:3:0.00, 0.00:5:3.00,, 60.16:1:-12.00, 0.00:5:0.00, 8.85:4:1.00, 0.00:5:1.00,, 18.75:2:0.00, 0.00:5:0.00,,,,,,, 0.00:5:0.00,,, 0.00:5:0.00, 0.00:5:0.00,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
144, 9, ,, -13:DIPLO_STATE_UNFRIENDLY, -20:DIPLO_STATE_DENOUNCED, -6:DIPLO_STATE_UNFRIENDLY, -16:DIPLO_STATE_DENOUNCED, -29:DIPLO_STATE_DENOUNCED, -1:DIPLO_STATE_UNFRIENDLY, 8:DIPLO_STATE_FRIENDLY, -7:DIPLO_STATE_UNFRIENDLY, -5:DIPLO_STATE_UNFRIENDLY,, 0:DIPLO_STATE_NO_INFLUENCE,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,,, 0:DIPLO_STATE_NO_INFLUENCE,, 7:DIPLO_STATE_MAX_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
144, 9, Threat and Trust,, 0.00:2:3.00, 0.00:2:0.00, 0.00:2:0.00, 0.00:2:0.00, 60.16:1:-5.00, 0.00:2:0.00, 0.00:2:1.00, 0.00:2:0.00, 0.00:2:0.00,, 0.00:2:0.00,,,,, 0.00:2:0.00,, 0.00:2:0.00,,, 0.00:2:0.00,, 0.00:2:0.00, 0.00:2:0.00, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
144, 10, ,,,, 1:DIPLO_STATE_PATRON,, 2:DIPLO_STATE_WAR_WITH_MAJOR, 6:DIPLO_STATE_PATRON, 2:DIPLO_STATE_WAR_WITH_MAJOR,, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 10, Threat and Trust,,,, 0.00:6:0.00,, 68.95:1:0.00, 10.80:4:0.00, 19.65:3:0.00,, 10.80:4:0.00, 29.60:2:0.00,, 0.00:6:0.00,,, 0.00:6:0.00,,, 0.00:6:0.00,,,,,, 0.00:6:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:6:0.00
144, 11, ,,,, 2:DIPLO_STATE_WAR_WITH_MAJOR,, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_AWARE,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 11, Threat and Trust,,,, 0.00:4:0.00,, 60.16:1:0.00, 6.75:3:0.00, 15.60:2:0.00,,,, 0.00:4:0.00,,,,,,,, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00
144, 12, ,,, 6:DIPLO_STATE_PATRON,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 12, Threat and Trust,,, 12.80:1:0.00,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
144, 13, ,, 5:DIPLO_STATE_PATRON,, 4:DIPLO_STATE_PATRON,,, 3:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 13, Threat and Trust,, 8.30:4:0.00,, 0.00:5:0.00,,, 8.90:3:0.00, 17.75:1:0.00, 9.00:2:0.00,,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00
144, 15, ,, 3:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_WAR_WITH_MAJOR,,,, 2:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 15, Threat and Trust,, 9.05:5:0.00, 19.15:3:0.00,, 39.14:1:0.00,,,, 9.75:4:0.00,, 28.45:2:0.00,,,,,,,,,,,,,,, 0.00:6:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:6:0.00
144, 16, ,,,,,,,,, 4:DIPLO_STATE_PATRON,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 16, Threat and Trust,,,,,,,,, 7.55:1:0.00,,,,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
144, 17, ,,,, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 17, Threat and Trust,,,, 0.00:5:0.00,,, 6.50:3:0.00, 15.35:2:0.00,, 6.50:3:0.00, 25.30:1:0.00, 0.00:5:0.00,,,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00
144, 18, ,,,, 0:DIPLO_STATE_AWARE,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 5:DIPLO_STATE_PATRON, 0:DIPLO_STATE_WAR_WITH_MAJOR,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 18, Threat and Trust,,,, 0.00:4:0.00,, 67.70:1:0.00, 9.55:3:0.00, 18.40:2:0.00,,,,, 0.00:4:0.00,,, 0.00:4:0.00,,, 0.00:4:0.00,,,,,, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00
144, 19, ,,,,,,,,, 3:DIPLO_STATE_PATRON,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 19, Threat and Trust,,,,,,,,, 10.30:1:0.00,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
144, 20, ,,, 3:DIPLO_STATE_PATRON,,, 6:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 6:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 20, Threat and Trust,,, 13.25:3:0.00,,, 60.16:1:0.00,, 12.60:4:0.00, 0.00:5:0.00, 0.00:5:0.00, 22.55:2:0.00,,,,,,,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00
144, 21, ,,, 2:DIPLO_STATE_PATRON,,,,,,, 0:DIPLO_STATE_WAR_WITH_MAJOR,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 21, Threat and Trust,,, 20.10:1:0.00,,,,,,, 10.60:2:0.00,,,,,,,,,,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
144, 22, ,,,,,,,, 2:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON,, 7:DIPLO_STATE_PATRON,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 22, Threat and Trust,,,,,,,, 12.05:2:0.00, 0.00:3:0.00,, 22.00:1:0.00,,,,,,,,,,,,,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
144, 23, ,,,, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON,, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 23, Threat and Trust,,,, 0.00:5:0.00,,, 7.85:3:0.00, 16.70:2:0.00,, 7.85:3:0.00, 26.65:1:0.00, 0.00:5:0.00,,,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00
144, 24, ,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,, 8:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,, 0:DIPLO_STATE_WAR_WITH_MAJOR,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
144, 24, Threat and Trust,, 9.75:6:0.00, 19.85:2:0.00,, 14.25:4:0.00,,, 19.20:3:0.00, 10.45:5:0.00,, 74.55:1:0.00,,,,,, 0.00:7:0.00,,,,,,, 0.00:7:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:7:0.00
144, 62, ,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144, 62, Threat and Trust,, 11.90:9:0.00, 22.00:3:0.00, 0.00:10:0.00, 16.40:5:0.00, 70.66:1:0.00, 12.50:7:0.00, 21.35:4:0.00, 12.60:6:0.00, 12.50:7:0.00, 31.30:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145, 0, ,,, -5:DIPLO_STATE_UNFRIENDLY, 7:DIPLO_STATE_FRIENDLY, 3:DIPLO_STATE_UNFRIENDLY,, 11:DIPLO_STATE_FRIENDLY, 12:DIPLO_STATE_FRIENDLY, 12:DIPLO_STATE_FRIENDLY,, 13:DIPLO_STATE_FRIENDLY,,,, 5:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
145, 0, Threat and Trust,,, 8.95:2:0.00, 0.00:4:0.00, 0.00:4:2.00,, 0.00:4:-3.00, 8.30:3:2.00, 0.00:4:2.00,, 18.25:1:2.00,,,, 0.00:4:0.00, 0.00:4:0.00, 0.00:4:0.00,,,,,,,,, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00, 0.00:4:0.00
145, 1, ,, -5:DIPLO_STATE_UNFRIENDLY,,, 3:DIPLO_STATE_UNFRIENDLY,, -13:DIPLO_STATE_UNFRIENDLY, -11:DIPLO_STATE_DENOUNCED, -15:DIPLO_STATE_UNFRIENDLY, -16:DIPLO_STATE_DENOUNCED, -9:DIPLO_STATE_DENOUNCED,,, 6:DIPLO_STATE_MAX_INFLUENCE,,, 1:DIPLO_STATE_INFLUENTIAL,,,,, 3:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
145, 1, Threat and Trust,, 0.00:2:1.00,,, 0.00:2:0.00,, 0.00:2:-2.00, 0.00:2:0.00, 0.00:2:2.00, 0.00:2:4.00, 9.15:1:0.00,,, 0.00:2:0.00,,, 0.00:2:0.00,,,,, 0.00:2:0.00, 0.00:2:0.00,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
145, 2, ,, -12:DIPLO_STATE_UNFRIENDLY,,,, -91:DIPLO_STATE_WAR, 17:DIPLO_STATE_FRIENDLY, 4:DIPLO_STATE_FRIENDLY, -10:DIPLO_STATE_NEUTRAL, 1:DIPLO_STATE_FRIENDLY, -5:DIPLO_STATE_NEUTRAL, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_WAR_WITH_MINOR,, 4:DIPLO_STATE_INFLUENTIAL,,,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
145, 2, Threat and Trust,, 8.75:4:1.00,,,, 66.36:1:-10.00, 8.20:6:-1.00, 17.05:3:0.00, 8.30:5:1.00, 8.20:6:5.00, 27.00:2:0.00, 0.00:8:0.00, 0.00:8:0.00,, 0.00:8:0.00,,,, 0.00:8:0.00, 0.00:8:0.00,,,,, 0.00:8:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:8:0.00, 0.00:8:0.00
145, 3, ,, -4:DIPLO_STATE_UNFRIENDLY, 7:DIPLO_STATE_FRIENDLY,,,,, -6:DIPLO_STATE_NEUTRAL, -6:DIPLO_STATE_NEUTRAL,, -16:DIPLO_STATE_DENOUNCED,,,,,, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,, 8:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
145, 3, Threat and Trust,, 0.00:2:3.00, 0.00:2:0.00,,,,, 0.00:2:0.00, 0.00:2:1.00,, 7.75:1:1.00,,,,,, 0.00:2:0.00,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
145, 4, ,,,, -11:DIPLO_STATE_WAR,,, -1:DIPLO_STATE_WAR, -27:DIPLO_STATE_DENOUNCED,, -9:DIPLO_STATE_UNFRIENDLY, -31:DIPLO_STATE_DENOUNCED, 2:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,, 0:DIPLO_STATE_WAR_WITH_MINOR,, 6:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
145, 4, Threat and Trust,,,, 0.00:4:5.00,,, 0.00:4:-2.00, 8.25:3:0.00,, 0.00:4:5.00, 18.20:2:0.00, 0.00:4:0.00, 0.00:4:0.00,,,,,,, 0.00:4:0.00,, 0.00:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:4:0.00, 0.00:4:0.00
145, 5, ,, -1:DIPLO_STATE_UNFRIENDLY, 5:DIPLO_STATE_FRIENDLY, 8:DIPLO_STATE_FRIENDLY,, -16:DIPLO_STATE_WAR,, 13:DIPLO_STATE_WAR, 15:DIPLO_STATE_FRIENDLY, 59:DIPLO_STATE_ALLIED, -3:DIPLO_STATE_FRIENDLY, 6:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_WAR_WITH_MINOR, 5:DIPLO_STATE_MAX_INFLUENCE,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
145, 5, Threat and Trust,, 0.00:5:6.00, 10.20:3:0.00, 0.00:5:3.00,, 60.16:1:-12.00,, 9.40:4:1.00, 0.00:5:3.00, 0.00:5:6.00, 19.35:2:1.00, 0.00:5:0.00, 0.00:5:0.00,, 0.00:5:0.00, 0.00:5:0.00,,, 0.00:5:0.00, 0.00:5:0.00,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
