AutoSize attribute is deprecated,ToolTips.xml/BG
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/GridButton/Basic_LocalPlayerScrollText/Scrol
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_GameDifficultyContainer/Box/CreateGame_GameDifficulty/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_SpeedPulldownContainer/Box/CreateGame_SpeedPulldown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_MapTypeContainer/Box/CreateGame_MapType/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_MapSizeContainer/Box/CreateGame_MapSize/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/PlayersSection/Stack/Box/LocalPlayerAdvancedOptions/Container/Advanced_LocalPlayerPulldown/GridButton/Advanced_LocalPlayerScrollText/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CityStatePicker/Container/Grid/Stack/Stack/Stack/SortByPulldown/Grid/ScrollPanel
AutoSize attribute is deprecated,LeaderPicker.xml/Grid
AutoSize attribute is deprecated,LeaderPicker.xml/Grid
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/LeaderPicker/Container/Grid/Stack/Stack/PresetPulldown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/PopupRoot/PopupAlphaIn/PopupSlideIn/Grid/PopupBox/PopupStack
SetSize called on auto-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/PopupRoot/PopupAlphaIn/PopupSlideIn/Grid/PopupBox/PopupStack
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/PlayersSection/Stack/NonLocalPlayersPanel/NonLocalPlayersStack/NonLocalPlayersSlotStack/Root/PlayerPullDown/GridButton/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/PlayersSection/Stack/NonLocalPlayersPanel/NonLocalPlayersStack/NonLocalPlayersSlotStack/Root/PlayerPullDown/GridButton/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/PlayersSection/Stack/NonLocalPlayersPanel/NonLocalPlayersStack/NonLocalPlayersSlotStack/Root/PlayerPullDown/GridButton/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/PlayersSection/Stack/NonLocalPlayersPanel/NonLocalPlayersStack/NonLocalPlayersSlotStack/Root/PlayerPullDown/GridButton/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/PlayersSection/Stack/NonLocalPlayersPanel/NonLocalPlayersStack/NonLocalPlayersSlotStack/Root/PlayerPullDown/GridButton/ScrollText/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/SecondaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/SecondaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_RulesetContainer/Box/CreateGame_GameRuleset/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_GameDifficultyContainer/Box/CreateGame_GameDifficulty/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_SpeedPulldownContainer/Box/CreateGame_SpeedPulldown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_MapSizeContainer/Box/CreateGame_MapSize/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/AdvancedOptionsWindow/Grid/Stack/OptionsSection/ParametersScrollPanel/ParametersStack/PrimaryParametersStack/Root/PullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/AdvancedSetup/MainGrid/MainWindow/CreateGameWindow/Grid/Box/Grid/CreateGame_ParametersScrollPanel/CreateGameOptions/CreateGame_LocalPlayerContainer/Box/Basic_LocalPlayerPulldown/Grid/ScrollPanel/Stack/Button/ScrollText/Scr
