Game Turn, Player, Opponent, Modifier, Change, Value, Max, Accum Amt, Accum Turns, Cooldown Turns, Reduction
117, 6, 4, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Update,   -9.0
117, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -36.0,  -36.0,    1.0, 0, 0,    1.0
117, 7, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
117, 8, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -30.0,  -30.0,    1.0, 0, 0,    1.0
117, 8, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
117, 8, 4, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,   12.0
117, 9, 6, 적을 공개 비난함, Activate,    3.0,    3.0,    0.0, 0, 0,    1.0
117, 9, 3, 당신에 대한 첫인상, Update,    0.0
118, 0, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
118, 2, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
118, 3, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
118, 3, 9, 당신에 대한 첫인상, Update,    0.0
118, 4, 9, 당신에 대한 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 2,   -1.0
118, 5, 8, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
118, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -32.0,  -32.0,    1.0, 0, 0,    1.0
118, 5, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -28.0,  -28.0,    1.0, 0, 0,    1.0
118, 5, 8, 함무라비는 다양한 유형의 특수지구를 많이 보유한 문명을 좋아합니다., Activate,   14.0,   14.0,    1.0, 0, 0,    1.0
118, 6, 8, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
118, 6, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -31.0,  -31.0,    1.0, 0, 0,    1.0
118, 6, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
118, 7, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
118, 8, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -31.0,  -31.0,    1.0, 0, 0,    1.0
118, 8, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
118, 8, 9, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Activate,    5.0,   15.0,    1.0, 5, 0,   -1.0
118, 8, 9, 당신에 대한 첫인상, Update,    0.0
118, 9, 8, 알렉산더는 당신의 문명이 평화를 누려 불쾌함, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
118, 9, 8, 당신에 대한 첫인상, Update,   -2.0
119, 3, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -35.0,  -35.0,    1.0, 0, 0,    1.0
119, 3, 1, 당신에 대한 첫인상, Update,    0.0
119, 9, 3, 인구가 많은 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
119, 4, 9, 당신에 대한 적대감, Activate,    0.0,    0.0,    1.0, 0, 2,   -1.0
119, 2, 6, 시민 만족도가 높은 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
119, 2, 4, 시민 만족도가 높은 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
119, 2, 5, 시민 만족도가 높은 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
119, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -31.0,  -31.0,    1.0, 0, 0,    1.0
119, 5, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -36.0,  -36.0,    1.0, 0, 0,    1.0
119, 5, 2, 함무라비는 특수지구를 많이 보유하지 않았거나 한 가지 유형에 특화된 문명을 싫어합니다., Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
119, 6, 5, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
119, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -35.0,  -35.0,    1.0, 0, 0,    1.0
119, 6, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -39.0,  -39.0,    1.0, 0, 0,    1.0
119, 7, 5, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
119, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -35.0,  -35.0,    1.0, 0, 0,    1.0
119, 8, 5, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
119, 8, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -39.0,  -39.0,    1.0, 0, 0,    1.0
119, 8, 5, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,   11.0
119, 8, 1, 찬드라굽타는 당신의 제국이 자신의 제국 근처에 있어 불쾌함, Activate,   -5.0,  -25.0,   -1.0, 10, 0,    1.0
119, 9, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -39.0,  -39.0,    1.0, 0, 0,    1.0
119, 9, 0, 당신에 대한 첫인상, Update,   -1.0
120, 0, 9, , Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
120, 0, 9, 당신에 대한 첫인상, Update,    0.0
120, 1, 3, 당신에 대한 첫인상, Update,    0.0
120, 2, 6, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
120, 3, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -34.0,  -34.0,    1.0, 0, 0,    1.0
120, 3, 1, 몬테수마는 당신이 자신과 같은 사치 자원을 제어하고 있는 바에 기뻐함, Activate,   12.0,   12.0,    1.0, 0, 0,   -1.0
120, 5, 4, 함무라비는 다양한 유형의 특수지구를 많이 보유한 문명을 좋아합니다., Activate,   13.0,   13.0,    1.0, 0, 0,    1.0
120, 5, 8, 함무라비는 다양한 유형의 특수지구를 많이 보유한 문명을 좋아합니다., Activate,   15.0,   15.0,    1.0, 0, 0,    1.0
120, 6, 9, 양국 간의 교역로, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
120, 6, 8, 적과 친선관계를 선포함, Activate,   -4.0,   -4.0,    0.0, 0, 0,    1.0
120, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -34.0,  -34.0,    1.0, 0, 0,    1.0
120, 6, 2, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Update,  -10.0
120, 6, 4, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Update,  -10.0
120, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -34.0,  -34.0,    1.0, 0, 0,    1.0
120, 5, 7, 도시에 당신의 상주대사관이 설립됨, Activate,    5.0,    5.0,    1.0, 0, 0,   -1.0
120, 9, 6, 양국 간의 교역로, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
120, 9, 6, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
120, 9, 0, 알렉산더는 당신의 문명이 평화를 누려 불쾌함, Activate,   -9.0,   -9.0,    1.0, 0, 0,    1.0
120, 9, 3, 알렉산더는 당신의 문명이 평화를 누려 불쾌함, Activate,   -9.0,   -9.0,    1.0, 0, 0,    1.0
120, 9, 7, 알렉산더는 당신의 문명이 평화를 누려 불쾌함, Activate,   -9.0,   -9.0,    1.0, 0, 0,    1.0
120, 9, 8, 알렉산더는 당신의 문명이 평화를 누려 불쾌함, Activate,   -9.0,   -9.0,    1.0, 0, 0,    1.0
120, 9, 0, 인구가 적은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
121, 2, 9, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
121, 3, 6, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
121, 3, 7, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
121, 3, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -33.0,  -33.0,    1.0, 0, 0,    1.0
121, 4, 5, 생산성이 낮은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
121, 5, 6, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
121, 5, 7, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
121, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -30.0,  -30.0,    1.0, 0, 0,    1.0
121, 5, 8, 규모가 큰 상비군을 보유한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
121, 8, 5, 방위 협약, Activate,    9.0,    9.0,    1.0, 0, -1,   -1.0
121, 8, 5, 국경 개방, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
121, 5, 8, 국경 개방, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
121, 8, 5, 상대방에게 교역 거래, Activate,    5.0,    5.0,    0.0, 0, 2,   -1.0
121, 8,  5, 상대방에게 교역 거래, Deactivate
121, 6, 8, 적과 동맹임, Activate,   -8.0,   -8.0,    0.0, 0, 0,    1.0
121, 6, 3, 적을 공개 비난함, Activate,    4.0,    4.0,    0.0, 0, 0,    1.0
121, 6, 9, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
121, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -33.0,  -33.0,    1.0, 0, 0,    1.0
121, 6, 3, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    3.0
121, 6, 5, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    6.0
121, 7, 3, 적을 공개 비난함, Activate,    4.0,    4.0,    0.0, 0, 0,    1.0
121, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -33.0,  -33.0,    1.0, 0, 0,    1.0
121, 3, 7, 도시에 당신의 상주대사관이 설립됨, Activate,    5.0,    5.0,    1.0, 0, 0,   -1.0
121, 5, 8, 동맹, Activate,   18.0,   18.0,    1.0, 0, 10,   -1.0
121, 8, 6, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
121, 8, 5, 상비군 규모가 작은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
122, 1, 5, 암비오릭스는 자신보다 군사 유닛이 적은 문명을 싫어합니다., Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
122, 1, 9, 당신에 대한 첫인상, Activate,    3.0,    3.0,    1.0, 0, 10,    1.0
122, 1,  9, 당신에 대한 첫인상, Deactivate
122, 1, 9, 암비오릭스는 자신보다 군사 유닛이 많은 문명을 좋아하고, 적은 문명을 싫어합니다., Activate,    4.0,    4.0,    1.0, 0, 0,    1.0
122, 1, 9, 경쟁 비밀 결사의 구성원, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
122, 9, 1, 당신에 대한 첫인상, Activate,    3.0,    3.0,    1.0, 0, 10,    1.0
122, 9,  1, 당신에 대한 첫인상, Deactivate
122, 9, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -32.0,  -32.0,    1.0, 0, 0,    1.0
122, 2, 4, 상대방의 도시 중 하나를 파괴했음, Update,  -19.0
122, 3, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -32.0,  -32.0,    1.0, 0, 0,    1.0
122, 3, 6, 당신에 대한 첫인상, Update,    0.0
122, 9, 3, 인구가 많은 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
122, 4, 8, 생산성이 낮은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
122, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -29.0,  -29.0,    1.0, 0, 0,    1.0
122, 8, 5, 동맹, Activate,   18.0,   18.0,    1.0, 0, 10,   -1.0
122, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -32.0,  -32.0,    1.0, 0, 0,    1.0
122, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -32.0,  -32.0,    1.0, 0, 0,    1.0
122, 8, 4, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,   13.0
122, 8, 5, 상대방에게 교역 거래, Update,    4.0
122, 8, 9, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,    6.0
123, 5, 8, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
123, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -28.0,  -28.0,    1.0, 0, 0,    1.0
123, 2, 5, 도시에 당신의 상주대사관이 설립됨, Activate,    5.0,    5.0,    1.0, 0, 0,   -1.0
123, 7, 5, 도시에 당신의 상주대사관이 설립됨, Activate,    5.0,    5.0,    1.0, 0, 0,   -1.0
123, 6, 8, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
123, 6, 8, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    9.0
123, 7, 5, 신앙이 부족한 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
123, 1, 9, 상대방이 공개 비난당했음, Activate,   -9.0,   -9.0,    1.0, 0, 10,    1.0
124, 0, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
124, 1, 9, 당신에 대한 적대감, Activate,   -3.0,   -3.0,    1.0, 0, 2,   -1.0
124, 2, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
124, 2, 9, 당신에 대한 첫인상, Update,   -1.0
124, 3, 9, 상대방 주변에 정착, Activate,   -3.0,   -3.0,    0.0, 0, 10,   -1.0
124, 3, 9, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
124, 3, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -29.0,  -29.0,    1.0, 0, 0,    1.0
124, 3, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
124, 3, 9, 당신에 대한 적대감, Activate,   -5.0,   -5.0,    1.0, 0, 2,   -1.0
124, 4, 8, 생산성이 낮은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
124, 4, 9, 영토가 넓은 제국 존중, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
124, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -26.0,  -26.0,    1.0, 0, 0,    1.0
124, 6, 5, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
124, 6, 9, 적을 공개 비난함, Activate,    8.0,    8.0,    0.0, 0, 0,    1.0
124, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -29.0,  -29.0,    1.0, 0, 0,    1.0
124, 6, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -4.0,   -4.0,    1.0, 0, 0,    1.0
124, 7, 5, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
124, 7, 9, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
124, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -29.0,  -29.0,    1.0, 0, 0,    1.0
124, 7, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -4.0,   -4.0,    1.0, 0, 0,    1.0
124, 8, 5, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
124, 8, 9, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
124, 8, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -4.0,   -4.0,    1.0, 0, 0,    1.0
124, 8, 5, 상대방에게 교역 거래, Update,    3.0
124, 8, 5, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,   12.0
124, 9, 3, 적을 공개 비난함, Activate,    4.0,    4.0,    0.0, 0, 0,    1.0
124, 9, 6, 적을 공개 비난함, Activate,    4.0,    4.0,    0.0, 0, 0,    1.0
124, 9, 7, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
124, 9, 8, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
124, 9, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -28.0,  -28.0,    1.0, 0, 0,    1.0
124, 9, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -35.0,  -35.0,    1.0, 0, 0,    1.0
124, 9, 2, 알렉산더는 당신의 문명이 평화를 누려 불쾌함, Activate,    5.0,    5.0,    1.0, 0, 0,    1.0
124, 9, 4, 알렉산더는 당신의 문명이 평화를 누려 불쾌함, Activate,    7.0,    7.0,    1.0, 0, 0,    1.0
124, 9, 2, 당신에 대한 첫인상, Update,    0.0
124, 9, 4, 당신에 대한 첫인상, Update,    0.0
125, 0, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
125, 1, 9, 당신에 대한 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 2,   -1.0
125, 1, 9, 암비오릭스는 자신보다 군사 유닛이 많은 문명을 좋아합니다., Activate,    8.0,    8.0,    1.0, 0, 0,    1.0
125, 2, 6, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
125, 2, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
125, 3, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
125, 3, 9, 당신에 대한 적대감, Activate,   -3.0,   -3.0,    1.0, 0, 2,   -1.0
125, 3, 7, 몬테수마는 당신이 자신과 같은 사치 자원을 제어하고 있는 바에 기뻐함, Activate,   12.0,   12.0,    1.0, 0, 0,   -1.0
125, 6, 8, 적과 동맹임, Activate,   -7.0,   -7.0,    0.0, 0, 0,    1.0
125, 6, 8, 적과 친선관계를 선포함, Activate,   -3.0,   -3.0,    0.0, 0, 0,    1.0
125, 6, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
125, 6, 0, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    5.0
125, 6, 1, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    8.0
125, 6, 9, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    9.0
125, 7, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
125, 7, 1, 당신에 대한 첫인상, Update,    0.0
125, 7, 3, 당신에 대한 첫인상, Update,    0.0
125, 8, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
125, 9, 6, 적을 공개 비난함, Activate,    3.0,    3.0,    0.0, 0, 0,    1.0
125, 9, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -37.0,  -37.0,    1.0, 0, 0,    1.0
126, 0, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
126, 0, 7, , Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
126, 0, 7, 당신에 대한 첫인상, Update,    0.0
126, 1, 9, 당신에 대한 적대감, Activate,    0.0,    0.0,    1.0, 0, 2,   -1.0
126, 2, 9, 적을 공개 비난함, Activate,    4.0,    4.0,    0.0, 0, 0,    1.0
126, 2, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
126, 3, 6, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
126, 3, 7, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
126, 3, 9, 당신에 대한 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 2,   -1.0
126, 5, 6, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
126, 5, 7, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
126, 5, 7, 함무라비는 다양한 유형의 특수지구를 많이 보유한 문명을 좋아합니다., Activate,   14.0,   14.0,    1.0, 0, 0,    1.0
126, 6, 3, 적을 공개 비난함, Activate,    3.0,    3.0,    0.0, 0, 0,    1.0
126, 6, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
126, 6, 0, 당신에 대한 첫인상, Update,   -2.0
126, 7, 3, 적을 공개 비난함, Activate,    3.0,    3.0,    0.0, 0, 0,    1.0
126, 7, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
126, 7, 0, 신앙이 부족한 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
126, 7, 5, 신앙이 부족한 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
126, 7, 0, 당신에 대한 첫인상, Update,   -5.0
126, 7, 9, 당신에 대한 첫인상, Update,   -1.0
126, 8, 6, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
126, 8, 9, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
126, 8, 1, 당신에 대한 적대감, Activate,  -59.0,  -59.0,    1.0, 0, 2,   -1.0
126, 8, 5, 상대방에게 교역 거래, Update,    2.0
126, 8, 6, 찬드라굽타는 당신의 제국이 자신의 제국 근처에 있어 불쾌함, Update,  -10.0
126, 9, 3, 적을 공개 비난함, Activate,    3.0,    3.0,    0.0, 0, 0,    1.0
126, 9, 6, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
126, 9, 7, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
126, 9, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -38.0,  -38.0,    1.0, 0, 0,    1.0
127, 2, 5, 국경 개방, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
127, 5, 2, 국경 개방, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
127, 0, 2, 당신에 대한 첫인상, Activate,    2.0,    2.0,    1.0, 0, 10,    1.0
127, 0,  2, 당신에 대한 첫인상, Deactivate
127, 2, 0, 당신에 대한 첫인상, Activate,   -6.0,   -6.0,    1.0, 0, 10,    1.0
127, 2,  0, 당신에 대한 첫인상, Deactivate
127, 2, 8, 당신에 대한 첫인상, Activate,    1.0,    1.0,    1.0, 0, 10,    1.0
127, 2,  8, 당신에 대한 첫인상, Deactivate
127, 2, 8, 같은 비밀 결사의 구성원, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
127, 8, 2, 당신에 대한 첫인상, Activate,   -1.0,   -1.0,    1.0, 0, 10,    1.0
127, 8,  2, 당신에 대한 첫인상, Deactivate
127, 8, 2, 같은 비밀 결사의 구성원, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
127, 2, 7, 당신에 대한 첫인상, Activate,    3.0,    3.0,    1.0, 0, 10,    1.0
127, 2,  7, 당신에 대한 첫인상, Deactivate
127, 2, 7, 경쟁 비밀 결사의 구성원, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
127, 7, 2, 당신에 대한 첫인상, Activate,    3.0,    3.0,    1.0, 0, 10,    1.0
127, 7,  2, 당신에 대한 첫인상, Deactivate
127, 7, 2, 경쟁 비밀 결사의 구성원, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
127, 2, 5, 같은 인물을 상대로 비상에 합류했음, Activate,    4.0,    4.0,    1.0, 0, 6,   -1.0
127, 5, 2, 같은 인물을 상대로 비상에 합류했음, Activate,    4.0,    4.0,    1.0, 0, 6,   -1.0
127, 0, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
127, 2, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
127, 3, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -28.0,  -28.0,    1.0, 0, 0,    1.0
127, 3, 9, 당신에 대한 적대감, Activate,    0.0,    0.0,    1.0, 0, 2,   -1.0
127, 4, 8, 적과 동맹임, Activate,   -7.0,   -7.0,    0.0, 0, 0,    1.0
127, 4, 8, 적과 친선관계를 선포함, Activate,   -3.0,   -3.0,    0.0, 0, 0,    1.0
127, 4, 5, 당신의 외교 승리가 임박했음에 분노함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
127, 4, 8, 당신의 외교 승리가 임박했음에 분노함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
127, 5, 6, 적을 공개 비난함, Activate,    2.0,    2.0,    0.0, 0, 0,    1.0
127, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -25.0,  -25.0,    1.0, 0, 0,    1.0
127, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -28.0,  -28.0,    1.0, 0, 0,    1.0
127, 6, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
127, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -28.0,  -28.0,    1.0, 0, 0,    1.0
127, 7, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
127, 8, 9, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
127, 8, 1, 당신에 대한 적대감, Activate,  -57.0,  -57.0,    1.0, 0, 2,   -1.0
127, 8, 6, 규모가 큰 상비군을 보유한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
127, 8, 4, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,   14.0
127, 8, 9, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,    7.0
127, 9, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -39.0,  -39.0,    1.0, 0, 0,    1.0
128, 3, 9, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
128, 4, 8, 생산성이 낮은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
128, 5, 8, 적을 공개 비난함, Activate,    0.0,    0.0,    0.0, 0, 0,    1.0
128, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -24.0,  -24.0,    1.0, 0, 0,    1.0
128, 5, 7, 상비군 규모가 작은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
128, 6, 8, 적을 공개 비난함, Activate,    0.0,    0.0,    0.0, 0, 0,    1.0
128, 7, 9, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
128, 7, 1, 다른 독실한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
128, 8, 9, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
128, 8, 1, 당신에 대한 적대감, Activate,  -56.0,  -56.0,    1.0, 0, 2,   -1.0
128, 8, 5, 상대방에게 교역 거래, Update,    1.0
