Game Turn, Player, Opponent, Modifier, Change, Value, Max, Accum Amt, Accum Turns, Cooldown Turns, Reduction
95, 6, 1, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    5.0
95, 6, 9, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    6.0
95, 8, 1, 당신에 대한 적대감, Activate,  -18.0,  -18.0,    1.0, 0, 2,   -1.0
96, 0, 6, 당신의 불가사의 수가 적어 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
96, 1, 7, 암비오릭스는 자신보다 군사 유닛이 많은 문명을 좋아하고, 적은 문명을 싫어합니다., Activate,    4.0,    4.0,    1.0, 0, 0,    1.0
96, 1, 7, 경쟁 비밀 결사의 구성원, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
96, 7, 1, 당신에 대한 첫인상, Activate,    3.0,    3.0,    1.0, 0, 10,    1.0
96, 7,  1, 당신에 대한 첫인상, Deactivate
96, 7, 1, 경쟁 비밀 결사의 구성원, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
96, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
96, 2, 4, 상대방 주변에 정착, Activate,   -3.0,   -3.0,    0.0, 0, 10,   -1.0
96, 4, 8, 영토가 넓은 제국 존중, Activate,    3.0,    3.0,    1.0, 0, 0,    1.0
96, 4, 5, 생산성이 낮은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
96, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
96, 5, 4, 규모가 큰 상비군을 보유한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
96, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
96, 6, 0, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Activate,    2.0,   10.0,    1.0, 10, 0,   -1.0
96, 6, 9, 야만인을 제거하지 않는 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
96, 6, 0, 당신에 대한 첫인상, Update,   -5.0
96, 0, 7, 당신에 대한 첫인상, Activate,    3.0,    3.0,    1.0, 0, 10,    1.0
96, 0,  7, 당신에 대한 첫인상, Deactivate
96, 0, 9, 우호적인 만남, Activate,    2.0,    2.0,    1.0, 0, 10,   -1.0
96, 7, 0, 당신에 대한 첫인상, Activate,   -8.0,   -8.0,    1.0, 0, 10,    1.0
96, 7,  0, 당신에 대한 첫인상, Deactivate
96, 8, 1, 당신에 대한 적대감, Activate,  -17.0,  -17.0,    1.0, 0, 2,   -1.0
96, 8, 6, 찬드라굽타는 당신의 제국이 자신의 제국 근처에 있어 불쾌함, Update,   -7.0
97, 7, 1, 상대방에게 대표단을 파견했음, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
97, 4, 2, 상대방에게 교역 거래, Update,    2.0
97, 6, 2, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Activate,   -2.0,  -10.0,   -1.0, 3, 0,    1.0
97, 6, 4, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Activate,   -2.0,  -10.0,   -1.0, 3, 0,    1.0
97, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,   -7.0,   -7.0,    1.0, 0, 0,    1.0
97, 5, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -15.0,  -15.0,    1.0, 0, 0,    1.0
97, 5, 1, 당신에 대한 첫인상, Update,    1.0
97, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,   -7.0,   -7.0,    1.0, 0, 0,    1.0
97, 6, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -15.0,  -15.0,    1.0, 0, 0,    1.0
97, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,   -7.0,   -7.0,    1.0, 0, 0,    1.0
97, 8, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -15.0,  -15.0,    1.0, 0, 0,    1.0
97, 8, 1, 당신에 대한 적대감, Activate,  -15.0,  -15.0,    1.0, 0, 2,   -1.0
97, 8, 4, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,    8.0
97, 9, 3, 당신에 대한 첫인상, Update,    2.0
98, 2, 6, 적을 공개 비난함, Activate,    1.0,    1.0,    0.0, 0, 0,    1.0
98, 2, 4, 당신에 대한 적대감, Activate,  -30.0,  -30.0,    1.0, 0, 2,   -1.0
98, 3, 9, 몬테수마는 자신에게 없는 당신의 사치 자원이 공격에 적합한 목표라 여김, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
98, 3, 9, 당신에 대한 첫인상, Update,    2.0
98, 4, 6, 생산성이 낮은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
98, 5, 4, 상대방에게 대표단을 파견했음, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
98, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -17.0,  -17.0,    1.0, 0, 0,    1.0
98, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -17.0,  -17.0,    1.0, 0, 0,    1.0
98, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -17.0,  -17.0,    1.0, 0, 0,    1.0
98, 8, 1, 당신에 대한 적대감, Activate,  -34.0,  -34.0,    1.0, 0, 2,   -1.0
98, 1, 8, 상대방이 공개 비난당했음, Activate,   -9.0,   -9.0,    1.0, 0, 10,    1.0
98, 9, 3, 알렉산더는 당신의 문명이 평화를 누려 불쾌함, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
99, 1, 7, 암비오릭스는 자신보다 군사 유닛이 많은 문명을 좋아합니다., Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
99, 2, 6, 적을 공개 비난함, Activate,    0.0,    0.0,    0.0, 0, 0,    1.0
99, 4, 2, 영토가 넓은 제국 존중, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
99, 4, 5, 영토가 넓은 제국 존중, Activate,    3.0,    3.0,    1.0, 0, 0,    1.0
99, 4, 8, 영토가 넓은 제국 존중, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
99, 4, 2, 상대방에게 교역 거래, Update,    1.0
99, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -21.0,  -21.0,    1.0, 0, 0,    1.0
99, 5, 4, 함무라비는 다양한 유형의 특수지구를 많이 보유한 문명을 좋아합니다., Activate,   13.0,   13.0,    1.0, 0, 0,    1.0
99, 1, 5, 상대방이 공개 비난당했음, Activate,   -9.0,   -9.0,    1.0, 0, 10,    1.0
99, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -18.0,  -18.0,    1.0, 0, 0,    1.0
99, 6, 5, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
99, 6, 2, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Update,   -3.0
99, 6, 4, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Update,   -3.0
99, 0, 6, 국경 개방, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
99, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -18.0,  -18.0,    1.0, 0, 0,    1.0
99, 7, 5, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
99, 8, 5, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
99, 8, 5, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
99, 8, 1, 당신에 대한 적대감, Activate,  -42.0,  -42.0,    1.0, 0, 2,   -1.0
99, 8, 1, 규모가 큰 상비군을 보유한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
99, 8, 1, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,   14.0
99, 8, 5, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,    7.0
99, 9, 0, 당신에 대한 첫인상, Update,   -3.0
100, 0, 5, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
100, 0, 9, 당신의 불가사의 수가 적어 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
100, 0, 9, 당신에 대한 첫인상, Update,   -2.0
100, 1, 5, 당신에 대한 적대감, Activate,   -3.0,   -3.0,    1.0, 0, 2,   -1.0
100, 2, 5, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
100, 8, 4, 도시에 당신의 상주대사관이 설립됨, Activate,    5.0,    5.0,    1.0, 0, 0,   -1.0
100, 5, 8, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
100, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -20.0,  -20.0,    1.0, 0, 0,    1.0
100, 5, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -13.0,  -13.0,    1.0, 0, 0,    1.0
100, 5, 8, 당신에 대한 첫인상, Update,    1.0
100, 6, 5, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
100, 4,  6, 상대방이 공개 비난당했음, Deactivate
100, 7, 5, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
100, 8, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -12.0,  -12.0,    1.0, 0, 0,    1.0
100, 8, 5, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
100, 8, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
100, 8, 1, 당신에 대한 적대감, Activate,  -40.0,  -40.0,    1.0, 0, 2,   -1.0
100, 9, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
100, 9, 0, 알렉산더는 당신의 문명이 평화를 누려 불쾌함, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
101, 0, 5, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
101, 0, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
101, 1, 5, 당신에 대한 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 2,   -1.0
101, 2, 6, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
101, 2, 5, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
101, 2, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
101, 4, 6, 당신에 대한 적대감, Activate,   -3.0,   -3.0,    1.0, 0, 2,   -1.0
101, 4, 8, 영토가 넓은 제국 존중, Activate,    3.0,    3.0,    1.0, 0, 0,    1.0
101, 4, 2, 상대방에게 교역 거래, Update,    0.0
101, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -29.0,  -29.0,    1.0, 0, 0,    1.0
101, 5, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -12.0,  -12.0,    1.0, 0, 0,    1.0
101, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -27.0,  -27.0,    1.0, 0, 0,    1.0
101, 6, 5, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
101, 6, 5, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    4.0
101, 1, 6, 상대방이 공개 비난당했음, Activate,   -9.0,   -9.0,    1.0, 0, 10,    1.0
101, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -26.0,  -26.0,    1.0, 0, 0,    1.0
101, 7, 5, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
101, 7, 5, 당신에 대한 첫인상, Update,    1.0
101, 1, 7, 상대방이 공개 비난당했음, Activate,   -9.0,   -9.0,    1.0, 0, 10,    1.0
101, 8, 6, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
101, 8, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -13.0,  -13.0,    1.0, 0, 0,    1.0
101, 8, 5, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
101, 8, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -4.0,   -4.0,    1.0, 0, 0,    1.0
101, 8, 1, 당신에 대한 적대감, Activate,  -59.0,  -59.0,    1.0, 0, 2,   -1.0
101, 8, 6, 규모가 큰 상비군을 보유한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
101, 8, 6, 상대방에게 병력 철수 맹약을 하지 않기로 함, Update,   -1.0
101, 9, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -4.0,   -4.0,    1.0, 0, 0,    1.0
102, 0, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
102, 0, 7, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
102, 1, 5, 당신에 대한 적대감, Activate,    0.0,    0.0,    1.0, 0, 2,   -1.0
102, 1, 6, 당신에 대한 적대감, Activate,   -3.0,   -3.0,    1.0, 0, 2,   -1.0
102, 1, 7, 당신에 대한 적대감, Activate,   -3.0,   -3.0,    1.0, 0, 2,   -1.0
102, 1, 5, 암비오릭스는 자신보다 군사 유닛이 많은 문명을 좋아하고, 적은 문명을 싫어합니다., Activate,   -4.0,   -4.0,    1.0, 0, 0,    1.0
102, 2, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
102, 4, 6, 당신에 대한 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 2,   -1.0
102, 4, 2, 영토가 넓은 제국 존중, Activate,  -13.0,  -13.0,    1.0, 0, 0,    1.0
102, 5, 4, 도시에 당신의 상주대사관이 설립됨, Activate,    5.0,    5.0,    1.0, 0, 0,   -1.0
102, 2, 4, 상대방의 도시 중 하나를 파괴했음, Activate,  -20.0,  -20.0,   -1.0, 0, 20,    1.0
102, 2,  4, 상대방의 도시 중 하나를 파괴했음, Deactivate
102, 5, 6, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
102, 5, 7, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
102, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -25.0,  -25.0,    1.0, 0, 0,    1.0
102, 5, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -25.0,  -25.0,    1.0, 0, 0,    1.0
102, 5, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
102, 5, 7, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
102, 5, 2, 함무라비는 다양한 유형의 특수지구를 많이 보유한 문명을 좋아합니다., Activate,    4.0,    4.0,    1.0, 0, 0,    1.0
102, 5, 6, 규모가 큰 상비군을 보유한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
102, 5, 6, 함무라비는 다양한 유형의 특수지구를 많이 보유한 문명을 좋아합니다., Activate,   14.0,   14.0,    1.0, 0, 0,    1.0
102, 5, 4, 상비군 규모가 작은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
102, 5, 6, 당신에 대한 첫인상, Update,    0.0
102, 6, 5, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
102, 6, 8, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
102, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -26.0,  -26.0,    1.0, 0, 0,    1.0
102, 6, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -24.0,  -24.0,    1.0, 0, 0,    1.0
102, 6, 5, 야만인을 제거하지 않는 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
102, 6, 2, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Update,   -4.0
102, 6, 4, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Update,   -4.0
102, 3, 6, 당신에 대한 첫인상, Activate,   -2.0,   -2.0,    1.0, 0, 10,    1.0
102, 3,  6, 당신에 대한 첫인상, Deactivate
102, 3, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
102, 6, 3, 경쟁 비밀 결사의 구성원, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
102, 7, 5, 적을 공개 비난함, Activate,    6.0,    6.0,    0.0, 0, 0,    1.0
102, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -27.0,  -27.0,    1.0, 0, 0,    1.0
102, 8, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -25.0,  -25.0,    1.0, 0, 0,    1.0
102, 8, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
102, 8, 1, 당신에 대한 적대감, Activate,  -57.0,  -57.0,    1.0, 0, 2,   -1.0
102, 8, 4, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,    9.0
102, 8, 6, 당신의 병력이 그들의 국경에 위치했음, Update,    0.0
102, 9, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
103, 0, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
103, 0, 7, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
103, 1, 6, 당신에 대한 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 2,   -1.0
103, 1, 7, 당신에 대한 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 2,   -1.0
103, 2, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
103, 2, 4, 당신에 대한 적대감, Activate,  -52.0,  -52.0,    1.0, 0, 2,   -1.0
103, 3, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
103, 4, 6, 당신에 대한 적대감, Activate,    0.0,    0.0,    1.0, 0, 2,   -1.0
103, 4, 8, 영토가 넓은 제국 존중, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
103, 4, 8, 당신에 대한 첫인상, Update,    0.0
103, 5, 8, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
103, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -36.0,  -36.0,    1.0, 0, 0,    1.0
103, 5, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -26.0,  -26.0,    1.0, 0, 0,    1.0
103, 5, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
103, 5, 7, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
103, 6, 8, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
103, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -37.0,  -37.0,    1.0, 0, 0,    1.0
103, 6, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -25.0,  -25.0,    1.0, 0, 0,    1.0
103, 6, 8, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    7.0
103, 5, 6, 상대방에게 대표단을 파견했음, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
103, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -37.0,  -37.0,    1.0, 0, 0,    1.0
103, 8, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -26.0,  -26.0,    1.0, 0, 0,    1.0
103, 8, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
103, 8, 1, 당신에 대한 적대감, Activate,  -60.0,  -60.0,    1.0, 0, 2,   -1.0
103, 8, 4, 상비군 규모가 작은 문명을 싫어함, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
103, 8, 6, 규모가 큰 상비군을 보유한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
103, 9, 6, 당신에 대한 다른 플레이어의 적대감, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
103, 9, 6, 상대방에게 병력 철수 맹약을 하지 않기로 함, Update,   -1.0
104, 0, 6, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
104, 1, 6, 당신에 대한 적대감, Activate,    0.0,    0.0,    1.0, 0, 2,   -1.0
104, 1, 7, 당신에 대한 적대감, Activate,    0.0,    0.0,    1.0, 0, 2,   -1.0
104, 2, 6, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
104, 3, 0, 양국 간의 교역로, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
104, 3, 6, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
104, 0, 3, 국경 개방, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
104, 4, 8, 영토가 넓은 제국 존중, Activate,    3.0,    3.0,    1.0, 0, 0,    1.0
104, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -37.0,  -37.0,    1.0, 0, 0,    1.0
104, 5, 6, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
104, 6, 5, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
104, 6, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -26.0,  -26.0,    1.0, 0, 0,    1.0
104, 7, 5, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
104, 8, 5, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
104, 8, 6, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
104, 8, 1, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,   15.0
104, 8, 5, 찬드라굽타는 당신의 제국이 자신의 제국에서 멀리 있어 기뻐함, Update,    8.0
104, 9, 6, 당신에 대한 다른 플레이어의 적대감, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
104, 9, 6, 당신의 병력이 그들의 국경에 위치했음, Update,    0.0
105, 0, 3, 양국 간의 교역로, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
105, 1, 8, 암비오릭스는 자신보다 군사 유닛이 많은 문명을 좋아하고, 적은 문명을 싫어합니다., Activate,   -4.0,   -4.0,    1.0, 0, 0,    1.0
105, 2, 6, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
105, 3, 0, 양국 간의 교역로, Activate,    2.0,    2.0,    1.0, 0, 0,    1.0
105, 4, 8, 영토가 넓은 제국 존중, Activate,   -5.0,   -5.0,    1.0, 0, 0,    1.0
105, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -36.0,  -36.0,    1.0, 0, 0,    1.0
105, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -36.0,  -36.0,    1.0, 0, 0,    1.0
105, 6, 0, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    3.0
105, 6, 1, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    6.0
105, 6, 2, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Update,   -5.0
105, 6, 4, 당신이 주변 문명과 싸워 로버트 1세가 실망함, Update,   -5.0
105, 6, 9, 당신이 주변 문명과의 평화를 유지하여 로버트 1세가 기뻐함, Update,    7.0
105, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -36.0,  -36.0,    1.0, 0, 0,    1.0
105, 7, 1, 당신에 대한 첫인상, Update,    2.0
105, 8, 6, 규모가 큰 상비군을 보유한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
106, 0, 3, 양국 간의 교역로, Activate,    2.0,    2.0,    1.0, 0, 0,    1.0
106, 0, 7, 당신에 대한 첫인상, Update,    2.0
106, 5, 6, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
106, 5, 7, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
106, 5, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -40.0,  -40.0,    1.0, 0, 0,    1.0
106, 5, 4, 규모가 큰 상비군을 보유한 문명을 만나 기뻐함, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
106, 6, 5, 도시에 당신의 상주대사관이 설립됨, Activate,    5.0,    5.0,    1.0, 0, 0,   -1.0
106, 6, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -40.0,  -40.0,    1.0, 0, 0,    1.0
106, 6, 0, 당신에 대한 첫인상, Update,   -4.0
106, 7, 1, 당신에 대한 다른 플레이어의 적대감, Activate,  -40.0,  -40.0,    1.0, 0, 0,    1.0
106, 7, 0, 당신에 대한 첫인상, Update,   -7.0
106, 7, 9, 당신에 대한 첫인상, Activate,   -3.0,   -3.0,    1.0, 0, 10,    1.0
106, 7,  9, 당신에 대한 첫인상, Deactivate
106, 7, 9, 같은 비밀 결사의 구성원, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
106, 9, 7, 같은 비밀 결사의 구성원, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
106, 0, 7, 국경 개방, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
106, 8, 6, 적을 공개 비난함, Activate,    5.0,    5.0,    0.0, 0, 0,    1.0
106, 8, 6, 찬드라굽타는 당신의 제국이 자신의 제국 근처에 있어 불쾌함, Update,   -8.0
107, 1, 7, 암비오릭스는 자신보다 군사 유닛이 많은 문명을 좋아하고, 적은 문명을 싫어합니다., Activate,   -4.0,   -4.0,    1.0, 0, 0,    1.0
107, 4, 8, 영토가 넓은 제국 존중, Activate,    3.0,    3.0,    1.0, 0, 0,    1.0
107, 2, 4, 상대방의 도시 중 하나를 점령하고 있음, Activate,  -18.0,  -18.0,    1.0, 0, 0,    1.0
107, 5, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -32.0,  -32.0,    1.0, 0, 0,    1.0
107, 5, 2, 함무라비는 다양한 유형의 특수지구를 많이 보유한 문명을 좋아합니다., Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
107, 5, 4, 함무라비는 다양한 유형의 특수지구를 많이 보유한 문명을 좋아합니다., Activate,   10.0,   10.0,    1.0, 0, 0,    1.0
107, 5, 1, 당신에 대한 첫인상, Update,    0.0
107, 6, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -32.0,  -32.0,    1.0, 0, 0,    1.0
107, 8, 4, 당신에 대한 다른 플레이어의 적대감, Activate,  -32.0,  -32.0,    1.0, 0, 0,    1.0
