Turn, Event, Origin City, Destination City, Attached Resource, Origin Yields
137, Route Ended (Expired), LOC_CITY_NAME_BANDAR_BRUNEI, LOC_CITY_NAME_MUMBAI,Resource -1 (x0),Origin Yields,0.00,0.00,7.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
138, Route Started, LOC_CITY_NAME_BANDAR_BRUNEI, LOC_CITY_NAME_MUMBAI,Resource -1 (x0),Origin Yields,0.00,0.00,7.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
139, Route Started, LOC_CITY_NAME_COIMBRA, LOC_CITY_NAME_TEAYO,Resource -1 (x0),Origin Yields,0.00,0.00,22.50,1.50,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
140, Route Started, LOC_CITY_NAME_BIBRAX, LOC_CITY_NAME_MADURAI,Resource -1 (x0),Origin Yields,0.00,1.00,12.00,1.00,0.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
142, Route Ended (Plundered), LOC_CITY_NAME_JOHANNESBURG, LOC_CITY_NAME_GENEVA,Resource -1 (x0),Origin Yields,0.00,0.00,13.78,1.00,2.00,0.00,Destination Yields,0.00,0.00,2.00,0.00,0.00,0.00
142, Route Ended (Expired), LOC_CITY_NAME_DION, LOC_CITY_NAME_PELLA,Resource -1 (x0),Origin Yields,3.00,3.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
143, Route Started, LOC_CITY_NAME_DION, LOC_CITY_NAME_DUNDEE,Resource -1 (x0),Origin Yields,0.00,0.00,10.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
144, Route Started, LOC_CITY_NAME_MADURAI, LOC_CITY_NAME_RAVENNA,Resource -1 (x0),Origin Yields,0.00,1.00,11.25,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
146, Route Ended (Plundered), LOC_CITY_NAME_ADELAIDE, LOC_CITY_NAME_BIBRAX,Resource -1 (x0),Origin Yields,0.00,0.00,12.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
147, Route Ended (City Destroyed), LOC_CITY_NAME_COIMBRA, LOC_CITY_NAME_LISBON,Resource -1 (x0),Origin Yields,0.00,0.00,22.50,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
147, Route Ended (City Destroyed), LOC_CITY_NAME_GUARDA, LOC_CITY_NAME_LISBON,Resource -1 (x0),Origin Yields,0.00,0.00,22.50,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
147, Route Ended (City Destroyed), LOC_CITY_NAME_LISBON_STK, LOC_CITY_NAME_LISBON,Resource -1 (x0),Origin Yields,0.00,0.00,31.50,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
147, Route Started, LOC_CITY_NAME_CANBERRA, LOC_CITY_NAME_MALINALCO,Resource -1 (x0),Origin Yields,0.00,0.00,12.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
147, Route Started, LOC_CITY_NAME_METHONE, LOC_CITY_NAME_ROXBURGH,Resource -1 (x0),Origin Yields,0.00,0.00,7.00,1.00,1.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
148, Route Started, LOC_CITY_NAME_COIMBRA, LOC_CITY_NAME_ALEXANDRIA_TROAS,Resource -1 (x0),Origin Yields,0.00,1.50,21.00,1.50,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
148, Route Started, LOC_CITY_NAME_GUARDA, LOC_CITY_NAME_GENEVA,Resource -1 (x0),Origin Yields,0.00,0.00,22.50,1.50,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
148, Route Started, LOC_CITY_NAME_LISBON_STK, LOC_CITY_NAME_ALEXANDRIA_TROAS,Resource -1 (x0),Origin Yields,0.00,1.50,30.00,1.50,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
148, Route Ended (Expired), LOC_CITY_NAME_MUSCAT, LOC_CITY_NAME_BIBRAX,Resource -1 (x0),Origin Yields,0.00,0.00,8.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
148, Route Ended (Plundered), LOC_CITY_NAME_GUARDA, LOC_CITY_NAME_GENEVA,Resource -1 (x0),Origin Yields,0.00,0.00,22.50,1.50,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
149, Route Started, LOC_CITY_NAME_MUSCAT, LOC_CITY_NAME_BIBRAX,Resource -1 (x0),Origin Yields,0.00,0.00,8.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
