Game Turn, Emergency Type, Action, Player, Target
88, WORLD CONGRESS, CALLED TO SESSION
88, VOTES, WC_RES_LUXURY, 1, 6
88, OPTIONS, WC_RES_LUXURY, 1, 2, 19
88, VOTES, WC_RES_PUBLIC_RELATIONS, 1, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 1, 1, 8
88, VOTES, WC_RES_LUXURY, 2, 1
88, OPTIONS, WC_RES_LUXURY, 2, 1, 20
88, VOTES, WC_RES_PUBLIC_RELATIONS, 2, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 2, 2, 2
88, VOTES, WC_RES_LUXURY, 3, 5
88, OPTIONS, WC_RES_LUXURY, 3, 1, 22
88, VOTES, WC_RES_PUBLIC_RELATIONS, 3, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 3, 1, 0
88, VOTES, WC_RES_LUXURY, 4, 5
88, OPTIONS, WC_RES_LUXURY, 4, 2, 19
88, VOTES, WC_RES_PUBLIC_RELATIONS, 4, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 4, 1, 5
88, VOTES, WC_RES_LUXURY, 5, 5
88, OPTIONS, WC_RES_LUXURY, 5, 2, 19
88, VOTES, WC_RES_PUBLIC_RELATIONS, 5, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 5, 1, 8
88, VOTES, WC_RES_LUXURY, 6, 5
88, OPTIONS, WC_RES_LUXURY, 6, 2, 19
88, VOTES, WC_RES_PUBLIC_RELATIONS, 6, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 6, 1, 1
88, VOTES, WC_RES_LUXURY, 7, 4
88, OPTIONS, WC_RES_LUXURY, 7, 2, 19
88, VOTES, WC_RES_PUBLIC_RELATIONS, 7, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 7, 1, 7
88, VOTES, WC_RES_LUXURY, 8, 4
88, OPTIONS, WC_RES_LUXURY, 8, 2, 19
88, VOTES, WC_RES_PUBLIC_RELATIONS, 8, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 8, 2, 8
88, VOTES, WC_RES_LUXURY, 9, 5
88, OPTIONS, WC_RES_LUXURY, 9, 2, 19
88, VOTES, WC_RES_PUBLIC_RELATIONS, 9, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 9, 1, 6
88, VOTES, WC_RES_PUBLIC_RELATIONS, 0, 1
88, OPTIONS, WC_RES_PUBLIC_RELATIONS, 0, 2, 0
88, VOTES, WC_RES_LUXURY, 0, 1
88, OPTIONS, WC_RES_LUXURY, 0, 2, 30
88, RESOLUTION DECIDED, WC_RES_PUBLIC_RELATIONS, , 1, 8
88, RESOLUTION DECIDED, WC_RES_LUXURY, , 2, 19
109, WORLD CONGRESS, SPECIAL SESSION
109, DISCUSSION VOTES, WC_EMERGENCY_MILITARY, 2, 2
109, DISCUSSION VOTES, WC_EMERGENCY_MILITARY, 4, -4
109, DISCUSSION VOTES, WC_EMERGENCY_MILITARY, 5, 3
109, DISCUSSION VOTES, WC_EMERGENCY_CITY_STATE, 5, -1
109, DISCUSSION VOTES, WC_EMERGENCY_CITY_STATE, 6, 4
